9 ) wake up feature that allows you to set up the player to wake up and play selected music at a specified time,positive
also the battery life isn ' t great but it ' s sufficient for my needs,negative
holds a lot of diapers a full week of toddler diapers !,positive
"even after all the nightmare sound problems , i ' d still half way like this product if it kept it ' s promise the ability to store 1500 songs",negative
i am so pleased with this product ! ! !,positive
this program would not let me send outlook email or listen to audible sample books online,negative
the memory ( 40 gb ) is staggering,positive
"the on off button feels somewhat flimsy , and has an awkward , tiny little lock out button that needs to be depressed to turn on the camera",negative
i love this player and would probably go with creative labs again,positive
i gave up and got a diaper decor,negative
i ' m not overly fond of green but when i used this hitachi m12v it turns out that now i ' m very fond of it,positive
it does tend to run quite hot and should be given lots of room for air circulation,negative
"on the positive side , the sound of the player is pretty good , once you have everything configured",positive
"from day one , we ' ve had hangups , crashes , glitches , continual reboots , long shutdowns due to cc app exe program running which is a norton program",negative
very easy to use for someone like me who ' s just hopping on the digital camera bandwagon,positive
"the one other thing i observed while i had the nomad is that the front cover , which is taken off to have access to the battery , seemed to come undone very easily",negative
"if you are looking for a phone to integrate as easily as the sonyericsson phones with isync , i say stick with a sonyericsson",positive
"in fact , it caused my system to hang more times than not , so i uninstalled it and stuck with mediasource 100",negative
"when you put this phone in your pocket you forget it is there it is unbelievably small and oh , so light",positive
"so , i ' ve had it for a month , and the headphone jack went out",negative
creative has put a lot of effort into making this player appeal to those true geeks that search for coolness and functionality in electronic devices,positive
you have to press the buttons hard and frequently i end up pressing enter when i meant to scroll,negative
"a digic ii powered image processing system enables the sd500 to snap a limitless stream of 7 megapixel photos at a respectable clip , its start up time is tops in its class , and it delivers decent photos when compared to its competition",positive
the locations of various buttons on one side or the other is somewhat illogical,negative
i got a 1gb mmc upgrade for this phone and now i can,positive
3 months of use and it no longer recognizes anything,negative
its a tough one this unless you wanna drive your car over it,positive
i left the camera in my car in maine ( not a very hot place ) and the lcd screen cracked !,negative
i also own a retail store and this little guy easily plugs into my aux slot in the store ' s sound system,positive
"maybe it is my lack of experience , but i found shots with this camera very disappointing",negative
"the router has plenty of power for any type of bit or wood i need to cut , and the speed control knob is easy to get to",positive
"the ipod comes formatted for the mac , but within seconds of plugging it into a pc , is automatically reformatted for windows ( the hp version comes with windows formatting , and takes seconds to change to mac ) although the ipod can be changed from one format to another , you will lose all of your music and data when doing so",negative
"all at the same time , and all without a hitch",positive
"the only downside i have found with this phone is that it is a bit slow to react , meaning when i push the contacts button , it takes a while to load , this is true for almost all the menus and programs on the phone",negative
"easy enough to navigate through , although i ' d prefer a sturdier button besides the thumb wheel scroll push button",positive
since zen does not have an external antenna it has some problems catching weak signals but it works,negative
i had no problems following their installation instructions,positive
5 the zen does not have a stop button !,negative
my favorite thing about the nomad is the eax feature,positive
it was n ' t as easy to fast forward or pause a song than it was with a regular walkman,negative
sound quality was good but it was going to take some tweaking with settings to try to make it great,positive
my main complaints are that it should be deeper or wider as it doesn ' t even fit a smaller sized garbage bag,negative
"it works well with my vip adapter , which is also a linksys",positive
"bookmarks for example , are an excellent feature but not on this player",negative
"transfer through windows explorer windows recognizes the jukebox as an additional hard disk , so it allows you to simply drag and drop files from windows explorer to a folder for the nomad",positive
but now that she is eating solids the odor is escaping out and we are constantly using freshener,negative
i highly recommend this !,positive
"2 ) the remote works , but then it does not work , and you are left standing there thinking you are doing something wrong",negative
this is also the case with nis 2004,positive
same story as everybody else when trying to get service from apex nothing,negative
im able to keep my phone on for about a week ( mostly stand by ) to three days ( regular use ),positive
all the camera ' s functionality is only available ( or selectable ) when the screen is functional,negative
"nice and small and excellent when it comes to downloading games , graphics and ringtones from www crazy cellphone com",positive
4 ) the camera gets really hot when you are busy snapping away,negative
"the battery life last es 12 hours , and charges quickly ( as mentioned above , the initial charge is a minimum of only two hours not too long at all ! ) once you ' ve downloaded your music , you can access the tracks by artist , genre , album , composer ( this comes in handy when the actual composer is different from the artist e g covers of songs ) , etc",positive
"well flash photos are never great , and there was still a lot of noise",negative
i still can ' t believe how fast it starts up,positive
"it would either not play the song at all , or skip wildly , no matter that the unit was resting on my desk",negative
this phone is one of the best i ' ve ever used,positive
navigation system the zen xtra uses id3 tags that are embedded in the mp3 files to organize your songs,negative
the sd500 software install was seamless and the product documentation is very detailed,positive
"still , that ' s enough time that i ' m still satisfied , if a bit grouchy with creative ' s over hyped promises",negative
"this is my first digital camera , and i am very pleased with it",positive
"overall , a very disappointing product",negative
